input_text,target_text
The doctor wants to create project and assign task.,"Actor: doctor
UseCase: create project
UseCase: assign task
Rel: doctor -> create project
Rel: doctor -> assign task"
The agent wants to send message and read notifications.,"Actor: agent
UseCase: send message
UseCase: read notifications
Rel: agent -> send message
Rel: agent -> read notifications"
The doctor wants to create project and assign task.,"Actor: doctor
UseCase: create project
UseCase: assign task
Rel: doctor -> create project
Rel: doctor -> assign task"
The employee wants to reset password and change email.,"Actor: employee
UseCase: reset password
UseCase: change email
Rel: employee -> reset password
Rel: employee -> change email"
The nurse wants to monitor system and report issue.,"Actor: nurse
UseCase: monitor system
UseCase: report issue
Rel: nurse -> monitor system
Rel: nurse -> report issue"
The admin wants to log in and update profile.,"Actor: admin
UseCase: log in
UseCase: update profile
Rel: admin -> log in
Rel: admin -> update profile"
The admin wants to fill out form and submit application.,"Actor: admin
UseCase: fill out form
UseCase: submit application
Rel: admin -> fill out form
Rel: admin -> submit application"
The manager wants to log in and update profile.,"Actor: manager
UseCase: log in
UseCase: update profile
Rel: manager -> log in
Rel: manager -> update profile"
The doctor wants to setup profile and join session.,"Actor: doctor
UseCase: setup profile
UseCase: join session
Rel: doctor -> setup profile
Rel: doctor -> join session"
The supervisor wants to issue book and collect returned books.,"Actor: supervisor
UseCase: issue book
UseCase: collect returned books
Rel: supervisor -> issue book
Rel: supervisor -> collect returned books"
The applicant wants to enroll in course and drop course.,"Actor: applicant
UseCase: enroll in course
UseCase: drop course
Rel: applicant -> enroll in course
Rel: applicant -> drop course"
The doctor wants to send message and read notifications.,"Actor: doctor
UseCase: send message
UseCase: read notifications
Rel: doctor -> send message
Rel: doctor -> read notifications"
The agent wants to send message and read notifications.,"Actor: agent
UseCase: send message
UseCase: read notifications
Rel: agent -> send message
Rel: agent -> read notifications"
The librarian wants to start task and complete task.,"Actor: librarian
UseCase: start task
UseCase: complete task
Rel: librarian -> start task
Rel: librarian -> complete task"
The student wants to prescribe medicine and review test results.,"Actor: student
UseCase: prescribe medicine
UseCase: review test results
Rel: student -> prescribe medicine
Rel: student -> review test results"
The developer wants to setup profile and join session.,"Actor: developer
UseCase: setup profile
UseCase: join session
Rel: developer -> setup profile
Rel: developer -> join session"
The volunteer wants to issue book and collect returned books.,"Actor: volunteer
UseCase: issue book
UseCase: collect returned books
Rel: volunteer -> issue book
Rel: volunteer -> collect returned books"
The agent wants to submit assignment and check grades.,"Actor: agent
UseCase: submit assignment
UseCase: check grades
Rel: agent -> submit assignment
Rel: agent -> check grades"
The receptionist wants to analyze data and export results.,"Actor: receptionist
UseCase: analyze data
UseCase: export results
Rel: receptionist -> analyze data
Rel: receptionist -> export results"
The developer wants to setup profile and join session.,"Actor: developer
UseCase: setup profile
UseCase: join session
Rel: developer -> setup profile
Rel: developer -> join session"
The instructor wants to verify documents and approve registration.,"Actor: instructor
UseCase: verify documents
UseCase: approve registration
Rel: instructor -> verify documents
Rel: instructor -> approve registration"
The employee wants to monitor system and report issue.,"Actor: employee
UseCase: monitor system
UseCase: report issue
Rel: employee -> monitor system
Rel: employee -> report issue"
The doctor wants to flag content and escalate issue.,"Actor: doctor
UseCase: flag content
UseCase: escalate issue
Rel: doctor -> flag content
Rel: doctor -> escalate issue"
The manager wants to register for classes and pay tuition.,"Actor: manager
UseCase: register for classes
UseCase: pay tuition
Rel: manager -> register for classes
Rel: manager -> pay tuition"
The volunteer wants to request leave and view salary slip.,"Actor: volunteer
UseCase: request leave
UseCase: view salary slip
Rel: volunteer -> request leave
Rel: volunteer -> view salary slip"
The analyst wants to reset password and change email.,"Actor: analyst
UseCase: reset password
UseCase: change email
Rel: analyst -> reset password
Rel: analyst -> change email"
The student wants to setup profile and join session.,"Actor: student
UseCase: setup profile
UseCase: join session
Rel: student -> setup profile
Rel: student -> join session"
The instructor wants to submit assignment and check grades.,"Actor: instructor
UseCase: submit assignment
UseCase: check grades
Rel: instructor -> submit assignment
Rel: instructor -> check grades"
The admin wants to schedule interview and reschedule appointment.,"Actor: admin
UseCase: schedule interview
UseCase: reschedule appointment
Rel: admin -> schedule interview
Rel: admin -> reschedule appointment"
The client wants to start task and complete task.,"Actor: client
UseCase: start task
UseCase: complete task
Rel: client -> start task
Rel: client -> complete task"
The technician wants to setup profile and join session.,"Actor: technician
UseCase: setup profile
UseCase: join session
Rel: technician -> setup profile
Rel: technician -> join session"
The receptionist wants to setup profile and join session.,"Actor: receptionist
UseCase: setup profile
UseCase: join session
Rel: receptionist -> setup profile
Rel: receptionist -> join session"
The teacher wants to reset password and change email.,"Actor: teacher
UseCase: reset password
UseCase: change email
Rel: teacher -> reset password
Rel: teacher -> change email"
The moderator wants to prescribe medicine and review test results.,"Actor: moderator
UseCase: prescribe medicine
UseCase: review test results
Rel: moderator -> prescribe medicine
Rel: moderator -> review test results"
The technician wants to verify documents and approve registration.,"Actor: technician
UseCase: verify documents
UseCase: approve registration
Rel: technician -> verify documents
Rel: technician -> approve registration"
The engineer wants to create account and assign roles.,"Actor: engineer
UseCase: create account
UseCase: assign roles
Rel: engineer -> create account
Rel: engineer -> assign roles"
The doctor wants to verify documents and approve registration.,"Actor: doctor
UseCase: verify documents
UseCase: approve registration
Rel: doctor -> verify documents
Rel: doctor -> approve registration"
The doctor wants to approve request and generate report.,"Actor: doctor
UseCase: approve request
UseCase: generate report
Rel: doctor -> approve request
Rel: doctor -> generate report"
The trainer wants to browse catalog and place order.,"Actor: trainer
UseCase: browse catalog
UseCase: place order
Rel: trainer -> browse catalog
Rel: trainer -> place order"
The moderator wants to analyze data and export results.,"Actor: moderator
UseCase: analyze data
UseCase: export results
Rel: moderator -> analyze data
Rel: moderator -> export results"
The technician wants to monitor system and report issue.,"Actor: technician
UseCase: monitor system
UseCase: report issue
Rel: technician -> monitor system
Rel: technician -> report issue"
The technician wants to reset password and change email.,"Actor: technician
UseCase: reset password
UseCase: change email
Rel: technician -> reset password
Rel: technician -> change email"
The supervisor wants to schedule interview and reschedule appointment.,"Actor: supervisor
UseCase: schedule interview
UseCase: reschedule appointment
Rel: supervisor -> schedule interview
Rel: supervisor -> reschedule appointment"
The engineer wants to browse catalog and place order.,"Actor: engineer
UseCase: browse catalog
UseCase: place order
Rel: engineer -> browse catalog
Rel: engineer -> place order"
The volunteer wants to start task and complete task.,"Actor: volunteer
UseCase: start task
UseCase: complete task
Rel: volunteer -> start task
Rel: volunteer -> complete task"
The receptionist wants to enroll in course and drop course.,"Actor: receptionist
UseCase: enroll in course
UseCase: drop course
Rel: receptionist -> enroll in course
Rel: receptionist -> drop course"
The officer wants to request leave and view salary slip.,"Actor: officer
UseCase: request leave
UseCase: view salary slip
Rel: officer -> request leave
Rel: officer -> view salary slip"
The client wants to monitor system and report issue.,"Actor: client
UseCase: monitor system
UseCase: report issue
Rel: client -> monitor system
Rel: client -> report issue"
The agent wants to browse catalog and place order.,"Actor: agent
UseCase: browse catalog
UseCase: place order
Rel: agent -> browse catalog
Rel: agent -> place order"
The officer wants to upload file and download resource.,"Actor: officer
UseCase: upload file
UseCase: download resource
Rel: officer -> upload file
Rel: officer -> download resource"
The doctor wants to record attendance and send report.,"Actor: doctor
UseCase: record attendance
UseCase: send report
Rel: doctor -> record attendance
Rel: doctor -> send report"
The technician wants to start task and complete task.,"Actor: technician
UseCase: start task
UseCase: complete task
Rel: technician -> start task
Rel: technician -> complete task"
The nurse wants to reset password and change email.,"Actor: nurse
UseCase: reset password
UseCase: change email
Rel: nurse -> reset password
Rel: nurse -> change email"
The agent wants to analyze data and export results.,"Actor: agent
UseCase: analyze data
UseCase: export results
Rel: agent -> analyze data
Rel: agent -> export results"
The customer wants to create account and assign roles.,"Actor: customer
UseCase: create account
UseCase: assign roles
Rel: customer -> create account
Rel: customer -> assign roles"
The developer wants to submit assignment and check grades.,"Actor: developer
UseCase: submit assignment
UseCase: check grades
Rel: developer -> submit assignment
Rel: developer -> check grades"
The officer wants to take quiz and view result.,"Actor: officer
UseCase: take quiz
UseCase: view result
Rel: officer -> take quiz
Rel: officer -> view result"
The analyst wants to register for classes and pay tuition.,"Actor: analyst
UseCase: register for classes
UseCase: pay tuition
Rel: analyst -> register for classes
Rel: analyst -> pay tuition"
The receptionist wants to file complaint and review case.,"Actor: receptionist
UseCase: file complaint
UseCase: review case
Rel: receptionist -> file complaint
Rel: receptionist -> review case"
The doctor wants to take quiz and view result.,"Actor: doctor
UseCase: take quiz
UseCase: view result
Rel: doctor -> take quiz
Rel: doctor -> view result"
The agent wants to prescribe medicine and review test results.,"Actor: agent
UseCase: prescribe medicine
UseCase: review test results
Rel: agent -> prescribe medicine
Rel: agent -> review test results"
The manager wants to log in and update profile.,"Actor: manager
UseCase: log in
UseCase: update profile
Rel: manager -> log in
Rel: manager -> update profile"
The supervisor wants to flag content and escalate issue.,"Actor: supervisor
UseCase: flag content
UseCase: escalate issue
Rel: supervisor -> flag content
Rel: supervisor -> escalate issue"
The student wants to fill out form and submit application.,"Actor: student
UseCase: fill out form
UseCase: submit application
Rel: student -> fill out form
Rel: student -> submit application"
The receptionist wants to monitor system and report issue.,"Actor: receptionist
UseCase: monitor system
UseCase: report issue
Rel: receptionist -> monitor system
Rel: receptionist -> report issue"
The receptionist wants to create project and assign task.,"Actor: receptionist
UseCase: create project
UseCase: assign task
Rel: receptionist -> create project
Rel: receptionist -> assign task"
The officer wants to log in and update profile.,"Actor: officer
UseCase: log in
UseCase: update profile
Rel: officer -> log in
Rel: officer -> update profile"
The customer wants to start task and complete task.,"Actor: customer
UseCase: start task
UseCase: complete task
Rel: customer -> start task
Rel: customer -> complete task"
The manager wants to monitor system and report issue.,"Actor: manager
UseCase: monitor system
UseCase: report issue
Rel: manager -> monitor system
Rel: manager -> report issue"
The doctor wants to register for classes and pay tuition.,"Actor: doctor
UseCase: register for classes
UseCase: pay tuition
Rel: doctor -> register for classes
Rel: doctor -> pay tuition"
The agent wants to submit assignment and check grades.,"Actor: agent
UseCase: submit assignment
UseCase: check grades
Rel: agent -> submit assignment
Rel: agent -> check grades"
The engineer wants to submit assignment and check grades.,"Actor: engineer
UseCase: submit assignment
UseCase: check grades
Rel: engineer -> submit assignment
Rel: engineer -> check grades"
The supervisor wants to record attendance and send report.,"Actor: supervisor
UseCase: record attendance
UseCase: send report
Rel: supervisor -> record attendance
Rel: supervisor -> send report"
The applicant wants to file complaint and review case.,"Actor: applicant
UseCase: file complaint
UseCase: review case
Rel: applicant -> file complaint
Rel: applicant -> review case"
The student wants to browse catalog and place order.,"Actor: student
UseCase: browse catalog
UseCase: place order
Rel: student -> browse catalog
Rel: student -> place order"
The manager wants to submit assignment and check grades.,"Actor: manager
UseCase: submit assignment
UseCase: check grades
Rel: manager -> submit assignment
Rel: manager -> check grades"
The manager wants to submit assignment and check grades.,"Actor: manager
UseCase: submit assignment
UseCase: check grades
Rel: manager -> submit assignment
Rel: manager -> check grades"
The engineer wants to approve request and generate report.,"Actor: engineer
UseCase: approve request
UseCase: generate report
Rel: engineer -> approve request
Rel: engineer -> generate report"
The client wants to file complaint and review case.,"Actor: client
UseCase: file complaint
UseCase: review case
Rel: client -> file complaint
Rel: client -> review case"
The developer wants to log in and update profile.,"Actor: developer
UseCase: log in
UseCase: update profile
Rel: developer -> log in
Rel: developer -> update profile"
The technician wants to log in and update profile.,"Actor: technician
UseCase: log in
UseCase: update profile
Rel: technician -> log in
Rel: technician -> update profile"
The trainer wants to verify documents and approve registration.,"Actor: trainer
UseCase: verify documents
UseCase: approve registration
Rel: trainer -> verify documents
Rel: trainer -> approve registration"
The admin wants to take quiz and view result.,"Actor: admin
UseCase: take quiz
UseCase: view result
Rel: admin -> take quiz
Rel: admin -> view result"
The engineer wants to record attendance and send report.,"Actor: engineer
UseCase: record attendance
UseCase: send report
Rel: engineer -> record attendance
Rel: engineer -> send report"
The instructor wants to create account and assign roles.,"Actor: instructor
UseCase: create account
UseCase: assign roles
Rel: instructor -> create account
Rel: instructor -> assign roles"
The supervisor wants to prescribe medicine and review test results.,"Actor: supervisor
UseCase: prescribe medicine
UseCase: review test results
Rel: supervisor -> prescribe medicine
Rel: supervisor -> review test results"
The trainer wants to setup profile and join session.,"Actor: trainer
UseCase: setup profile
UseCase: join session
Rel: trainer -> setup profile
Rel: trainer -> join session"
The agent wants to submit assignment and check grades.,"Actor: agent
UseCase: submit assignment
UseCase: check grades
Rel: agent -> submit assignment
Rel: agent -> check grades"
The client wants to fill out form and submit application.,"Actor: client
UseCase: fill out form
UseCase: submit application
Rel: client -> fill out form
Rel: client -> submit application"
The technician wants to analyze data and export results.,"Actor: technician
UseCase: analyze data
UseCase: export results
Rel: technician -> analyze data
Rel: technician -> export results"
The customer wants to take quiz and view result.,"Actor: customer
UseCase: take quiz
UseCase: view result
Rel: customer -> take quiz
Rel: customer -> view result"
The student wants to monitor system and report issue.,"Actor: student
UseCase: monitor system
UseCase: report issue
Rel: student -> monitor system
Rel: student -> report issue"
The customer wants to send message and read notifications.,"Actor: customer
UseCase: send message
UseCase: read notifications
Rel: customer -> send message
Rel: customer -> read notifications"
The user wants to monitor system and report issue.,"Actor: user
UseCase: monitor system
UseCase: report issue
Rel: user -> monitor system
Rel: user -> report issue"
The instructor wants to approve request and generate report.,"Actor: instructor
UseCase: approve request
UseCase: generate report
Rel: instructor -> approve request
Rel: instructor -> generate report"
The trainer wants to create account and assign roles.,"Actor: trainer
UseCase: create account
UseCase: assign roles
Rel: trainer -> create account
Rel: trainer -> assign roles"
The user wants to verify documents and approve registration.,"Actor: user
UseCase: verify documents
UseCase: approve registration
Rel: user -> verify documents
Rel: user -> approve registration"
The manager wants to prescribe medicine and review test results.,"Actor: manager
UseCase: prescribe medicine
UseCase: review test results
Rel: manager -> prescribe medicine
Rel: manager -> review test results"
The technician wants to submit assignment and check grades.,"Actor: technician
UseCase: submit assignment
UseCase: check grades
Rel: technician -> submit assignment
Rel: technician -> check grades"
The student wants to browse catalog and place order.,"Actor: student
UseCase: browse catalog
UseCase: place order
Rel: student -> browse catalog
Rel: student -> place order"
The librarian wants to create project and assign task.,"Actor: librarian
UseCase: create project
UseCase: assign task
Rel: librarian -> create project
Rel: librarian -> assign task"
The moderator wants to browse catalog and place order.,"Actor: moderator
UseCase: browse catalog
UseCase: place order
Rel: moderator -> browse catalog
Rel: moderator -> place order"
The user wants to start task and complete task.,"Actor: user
UseCase: start task
UseCase: complete task
Rel: user -> start task
Rel: user -> complete task"
The client wants to prescribe medicine and review test results.,"Actor: client
UseCase: prescribe medicine
UseCase: review test results
Rel: client -> prescribe medicine
Rel: client -> review test results"
The applicant wants to record attendance and send report.,"Actor: applicant
UseCase: record attendance
UseCase: send report
Rel: applicant -> record attendance
Rel: applicant -> send report"
The engineer wants to upload file and download resource.,"Actor: engineer
UseCase: upload file
UseCase: download resource
Rel: engineer -> upload file
Rel: engineer -> download resource"
The receptionist wants to file complaint and review case.,"Actor: receptionist
UseCase: file complaint
UseCase: review case
Rel: receptionist -> file complaint
Rel: receptionist -> review case"
The engineer wants to issue book and collect returned books.,"Actor: engineer
UseCase: issue book
UseCase: collect returned books
Rel: engineer -> issue book
Rel: engineer -> collect returned books"
The user wants to verify documents and approve registration.,"Actor: user
UseCase: verify documents
UseCase: approve registration
Rel: user -> verify documents
Rel: user -> approve registration"
The volunteer wants to analyze data and export results.,"Actor: volunteer
UseCase: analyze data
UseCase: export results
Rel: volunteer -> analyze data
Rel: volunteer -> export results"
The client wants to file complaint and review case.,"Actor: client
UseCase: file complaint
UseCase: review case
Rel: client -> file complaint
Rel: client -> review case"
The customer wants to enroll in course and drop course.,"Actor: customer
UseCase: enroll in course
UseCase: drop course
Rel: customer -> enroll in course
Rel: customer -> drop course"
The officer wants to record attendance and send report.,"Actor: officer
UseCase: record attendance
UseCase: send report
Rel: officer -> record attendance
Rel: officer -> send report"
The user wants to issue book and collect returned books.,"Actor: user
UseCase: issue book
UseCase: collect returned books
Rel: user -> issue book
Rel: user -> collect returned books"
The employee wants to create project and assign task.,"Actor: employee
UseCase: create project
UseCase: assign task
Rel: employee -> create project
Rel: employee -> assign task"
The teacher wants to take quiz and view result.,"Actor: teacher
UseCase: take quiz
UseCase: view result
Rel: teacher -> take quiz
Rel: teacher -> view result"
The agent wants to monitor system and report issue.,"Actor: agent
UseCase: monitor system
UseCase: report issue
Rel: agent -> monitor system
Rel: agent -> report issue"
The moderator wants to file complaint and review case.,"Actor: moderator
UseCase: file complaint
UseCase: review case
Rel: moderator -> file complaint
Rel: moderator -> review case"
The agent wants to create account and assign roles.,"Actor: agent
UseCase: create account
UseCase: assign roles
Rel: agent -> create account
Rel: agent -> assign roles"
The client wants to flag content and escalate issue.,"Actor: client
UseCase: flag content
UseCase: escalate issue
Rel: client -> flag content
Rel: client -> escalate issue"
The manager wants to take quiz and view result.,"Actor: manager
UseCase: take quiz
UseCase: view result
Rel: manager -> take quiz
Rel: manager -> view result"
The nurse wants to log in and update profile.,"Actor: nurse
UseCase: log in
UseCase: update profile
Rel: nurse -> log in
Rel: nurse -> update profile"
The volunteer wants to submit assignment and check grades.,"Actor: volunteer
UseCase: submit assignment
UseCase: check grades
Rel: volunteer -> submit assignment
Rel: volunteer -> check grades"
The supervisor wants to create account and assign roles.,"Actor: supervisor
UseCase: create account
UseCase: assign roles
Rel: supervisor -> create account
Rel: supervisor -> assign roles"
The doctor wants to record attendance and send report.,"Actor: doctor
UseCase: record attendance
UseCase: send report
Rel: doctor -> record attendance
Rel: doctor -> send report"
The volunteer wants to setup profile and join session.,"Actor: volunteer
UseCase: setup profile
UseCase: join session
Rel: volunteer -> setup profile
Rel: volunteer -> join session"
The doctor wants to record attendance and send report.,"Actor: doctor
UseCase: record attendance
UseCase: send report
Rel: doctor -> record attendance
Rel: doctor -> send report"
The librarian wants to reset password and change email.,"Actor: librarian
UseCase: reset password
UseCase: change email
Rel: librarian -> reset password
Rel: librarian -> change email"
The nurse wants to create project and assign task.,"Actor: nurse
UseCase: create project
UseCase: assign task
Rel: nurse -> create project
Rel: nurse -> assign task"
The manager wants to enroll in course and drop course.,"Actor: manager
UseCase: enroll in course
UseCase: drop course
Rel: manager -> enroll in course
Rel: manager -> drop course"
The student wants to send message and read notifications.,"Actor: student
UseCase: send message
UseCase: read notifications
Rel: student -> send message
Rel: student -> read notifications"
The trainer wants to issue book and collect returned books.,"Actor: trainer
UseCase: issue book
UseCase: collect returned books
Rel: trainer -> issue book
Rel: trainer -> collect returned books"
The customer wants to fill out form and submit application.,"Actor: customer
UseCase: fill out form
UseCase: submit application
Rel: customer -> fill out form
Rel: customer -> submit application"
The manager wants to start task and complete task.,"Actor: manager
UseCase: start task
UseCase: complete task
Rel: manager -> start task
Rel: manager -> complete task"
The developer wants to approve request and generate report.,"Actor: developer
UseCase: approve request
UseCase: generate report
Rel: developer -> approve request
Rel: developer -> generate report"
The analyst wants to verify documents and approve registration.,"Actor: analyst
UseCase: verify documents
UseCase: approve registration
Rel: analyst -> verify documents
Rel: analyst -> approve registration"
The moderator wants to create account and assign roles.,"Actor: moderator
UseCase: create account
UseCase: assign roles
Rel: moderator -> create account
Rel: moderator -> assign roles"
The technician wants to create project and assign task.,"Actor: technician
UseCase: create project
UseCase: assign task
Rel: technician -> create project
Rel: technician -> assign task"
The nurse wants to enroll in course and drop course.,"Actor: nurse
UseCase: enroll in course
UseCase: drop course
Rel: nurse -> enroll in course
Rel: nurse -> drop course"
The doctor wants to record attendance and send report.,"Actor: doctor
UseCase: record attendance
UseCase: send report
Rel: doctor -> record attendance
Rel: doctor -> send report"
The employee wants to take quiz and view result.,"Actor: employee
UseCase: take quiz
UseCase: view result
Rel: employee -> take quiz
Rel: employee -> view result"
The nurse wants to flag content and escalate issue.,"Actor: nurse
UseCase: flag content
UseCase: escalate issue
Rel: nurse -> flag content
Rel: nurse -> escalate issue"
The librarian wants to monitor system and report issue.,"Actor: librarian
UseCase: monitor system
UseCase: report issue
Rel: librarian -> monitor system
Rel: librarian -> report issue"
The admin wants to prescribe medicine and review test results.,"Actor: admin
UseCase: prescribe medicine
UseCase: review test results
Rel: admin -> prescribe medicine
Rel: admin -> review test results"
The analyst wants to prescribe medicine and review test results.,"Actor: analyst
UseCase: prescribe medicine
UseCase: review test results
Rel: analyst -> prescribe medicine
Rel: analyst -> review test results"
The applicant wants to record attendance and send report.,"Actor: applicant
UseCase: record attendance
UseCase: send report
Rel: applicant -> record attendance
Rel: applicant -> send report"
The applicant wants to submit assignment and check grades.,"Actor: applicant
UseCase: submit assignment
UseCase: check grades
Rel: applicant -> submit assignment
Rel: applicant -> check grades"
The engineer wants to request leave and view salary slip.,"Actor: engineer
UseCase: request leave
UseCase: view salary slip
Rel: engineer -> request leave
Rel: engineer -> view salary slip"
The customer wants to analyze data and export results.,"Actor: customer
UseCase: analyze data
UseCase: export results
Rel: customer -> analyze data
Rel: customer -> export results"
The nurse wants to prescribe medicine and review test results.,"Actor: nurse
UseCase: prescribe medicine
UseCase: review test results
Rel: nurse -> prescribe medicine
Rel: nurse -> review test results"
The student wants to enroll in course and drop course.,"Actor: student
UseCase: enroll in course
UseCase: drop course
Rel: student -> enroll in course
Rel: student -> drop course"
The instructor wants to start task and complete task.,"Actor: instructor
UseCase: start task
UseCase: complete task
Rel: instructor -> start task
Rel: instructor -> complete task"
The agent wants to reset password and change email.,"Actor: agent
UseCase: reset password
UseCase: change email
Rel: agent -> reset password
Rel: agent -> change email"
The employee wants to create project and assign task.,"Actor: employee
UseCase: create project
UseCase: assign task
Rel: employee -> create project
Rel: employee -> assign task"
The student wants to reset password and change email.,"Actor: student
UseCase: reset password
UseCase: change email
Rel: student -> reset password
Rel: student -> change email"
The applicant wants to browse catalog and place order.,"Actor: applicant
UseCase: browse catalog
UseCase: place order
Rel: applicant -> browse catalog
Rel: applicant -> place order"
The teacher wants to reset password and change email.,"Actor: teacher
UseCase: reset password
UseCase: change email
Rel: teacher -> reset password
Rel: teacher -> change email"
The user wants to verify documents and approve registration.,"Actor: user
UseCase: verify documents
UseCase: approve registration
Rel: user -> verify documents
Rel: user -> approve registration"
The manager wants to register for classes and pay tuition.,"Actor: manager
UseCase: register for classes
UseCase: pay tuition
Rel: manager -> register for classes
Rel: manager -> pay tuition"
The client wants to request leave and view salary slip.,"Actor: client
UseCase: request leave
UseCase: view salary slip
Rel: client -> request leave
Rel: client -> view salary slip"
The applicant wants to schedule interview and reschedule appointment.,"Actor: applicant
UseCase: schedule interview
UseCase: reschedule appointment
Rel: applicant -> schedule interview
Rel: applicant -> reschedule appointment"
The technician wants to reset password and change email.,"Actor: technician
UseCase: reset password
UseCase: change email
Rel: technician -> reset password
Rel: technician -> change email"
The developer wants to flag content and escalate issue.,"Actor: developer
UseCase: flag content
UseCase: escalate issue
Rel: developer -> flag content
Rel: developer -> escalate issue"
The instructor wants to create project and assign task.,"Actor: instructor
UseCase: create project
UseCase: assign task
Rel: instructor -> create project
Rel: instructor -> assign task"
The student wants to start task and complete task.,"Actor: student
UseCase: start task
UseCase: complete task
Rel: student -> start task
Rel: student -> complete task"
The developer wants to flag content and escalate issue.,"Actor: developer
UseCase: flag content
UseCase: escalate issue
Rel: developer -> flag content
Rel: developer -> escalate issue"
The librarian wants to submit assignment and check grades.,"Actor: librarian
UseCase: submit assignment
UseCase: check grades
Rel: librarian -> submit assignment
Rel: librarian -> check grades"
The student wants to enroll in course and drop course.,"Actor: student
UseCase: enroll in course
UseCase: drop course
Rel: student -> enroll in course
Rel: student -> drop course"
The user wants to create account and assign roles.,"Actor: user
UseCase: create account
UseCase: assign roles
Rel: user -> create account
Rel: user -> assign roles"
The engineer wants to record attendance and send report.,"Actor: engineer
UseCase: record attendance
UseCase: send report
Rel: engineer -> record attendance
Rel: engineer -> send report"
The admin wants to reset password and change email.,"Actor: admin
UseCase: reset password
UseCase: change email
Rel: admin -> reset password
Rel: admin -> change email"
The manager wants to register for classes and pay tuition.,"Actor: manager
UseCase: register for classes
UseCase: pay tuition
Rel: manager -> register for classes
Rel: manager -> pay tuition"
The nurse wants to start task and complete task.,"Actor: nurse
UseCase: start task
UseCase: complete task
Rel: nurse -> start task
Rel: nurse -> complete task"
The doctor wants to monitor system and report issue.,"Actor: doctor
UseCase: monitor system
UseCase: report issue
Rel: doctor -> monitor system
Rel: doctor -> report issue"
The doctor wants to create project and assign task.,"Actor: doctor
UseCase: create project
UseCase: assign task
Rel: doctor -> create project
Rel: doctor -> assign task"
The customer wants to submit assignment and check grades.,"Actor: customer
UseCase: submit assignment
UseCase: check grades
Rel: customer -> submit assignment
Rel: customer -> check grades"
The librarian wants to create account and assign roles.,"Actor: librarian
UseCase: create account
UseCase: assign roles
Rel: librarian -> create account
Rel: librarian -> assign roles"
The engineer wants to setup profile and join session.,"Actor: engineer
UseCase: setup profile
UseCase: join session
Rel: engineer -> setup profile
Rel: engineer -> join session"
The admin wants to upload file and download resource.,"Actor: admin
UseCase: upload file
UseCase: download resource
Rel: admin -> upload file
Rel: admin -> download resource"
The receptionist wants to approve request and generate report.,"Actor: receptionist
UseCase: approve request
UseCase: generate report
Rel: receptionist -> approve request
Rel: receptionist -> generate report"
The instructor wants to issue book and collect returned books.,"Actor: instructor
UseCase: issue book
UseCase: collect returned books
Rel: instructor -> issue book
Rel: instructor -> collect returned books"
The customer wants to request leave and view salary slip.,"Actor: customer
UseCase: request leave
UseCase: view salary slip
Rel: customer -> request leave
Rel: customer -> view salary slip"
The analyst wants to issue book and collect returned books.,"Actor: analyst
UseCase: issue book
UseCase: collect returned books
Rel: analyst -> issue book
Rel: analyst -> collect returned books"
The manager wants to fill out form and submit application.,"Actor: manager
UseCase: fill out form
UseCase: submit application
Rel: manager -> fill out form
Rel: manager -> submit application"
The manager wants to prescribe medicine and review test results.,"Actor: manager
UseCase: prescribe medicine
UseCase: review test results
Rel: manager -> prescribe medicine
Rel: manager -> review test results"
The officer wants to upload file and download resource.,"Actor: officer
UseCase: upload file
UseCase: download resource
Rel: officer -> upload file
Rel: officer -> download resource"
The developer wants to request leave and view salary slip.,"Actor: developer
UseCase: request leave
UseCase: view salary slip
Rel: developer -> request leave
Rel: developer -> view salary slip"
The doctor wants to verify documents and approve registration.,"Actor: doctor
UseCase: verify documents
UseCase: approve registration
Rel: doctor -> verify documents
Rel: doctor -> approve registration"
The nurse wants to issue book and collect returned books.,"Actor: nurse
UseCase: issue book
UseCase: collect returned books
Rel: nurse -> issue book
Rel: nurse -> collect returned books"
The student wants to analyze data and export results.,"Actor: student
UseCase: analyze data
UseCase: export results
Rel: student -> analyze data
Rel: student -> export results"
The librarian wants to start task and complete task.,"Actor: librarian
UseCase: start task
UseCase: complete task
Rel: librarian -> start task
Rel: librarian -> complete task"
The supervisor wants to log in and update profile.,"Actor: supervisor
UseCase: log in
UseCase: update profile
Rel: supervisor -> log in
Rel: supervisor -> update profile"
The officer wants to register for classes and pay tuition.,"Actor: officer
UseCase: register for classes
UseCase: pay tuition
Rel: officer -> register for classes
Rel: officer -> pay tuition"
The volunteer wants to fill out form and submit application.,"Actor: volunteer
UseCase: fill out form
UseCase: submit application
Rel: volunteer -> fill out form
Rel: volunteer -> submit application"
The engineer wants to request leave and view salary slip.,"Actor: engineer
UseCase: request leave
UseCase: view salary slip
Rel: engineer -> request leave
Rel: engineer -> view salary slip"
The technician wants to analyze data and export results.,"Actor: technician
UseCase: analyze data
UseCase: export results
Rel: technician -> analyze data
Rel: technician -> export results"
The instructor wants to enroll in course and drop course.,"Actor: instructor
UseCase: enroll in course
UseCase: drop course
Rel: instructor -> enroll in course
Rel: instructor -> drop course"
The employee wants to file complaint and review case.,"Actor: employee
UseCase: file complaint
UseCase: review case
Rel: employee -> file complaint
Rel: employee -> review case"
The manager wants to record attendance and send report.,"Actor: manager
UseCase: record attendance
UseCase: send report
Rel: manager -> record attendance
Rel: manager -> send report"
